style_number,pattern,style_type,color,style_name,accessory1,wash_care,mrp
19520,935,Shirt,Beige,Rayon oversized shirt with printed embelishment in back,Fusing,Hand Wash,2995
19521,932,Shirt,Pink,Pink gingham shirt with short frill sleeve,Buttons,Hand Wash,2795
19522,933,Top,Maroon,Printed cotton v-neck top with short frill sleeve,Buttons,Hand Wash,2795
19523,920,Top,Blue,Denim blue linen vest top,Buttons,Hand Wash,2595
19524,929,Pant,Blue,Denim blue linen pant,Elastic,Hand Wash,2795
19525,929,Pant,Pink,Pink Gingham pant,Elastic,Hand Wash,2695
19526,929,Pant,Black,Black & white gingham pant,Elastic,Hand Wash,2695
19527,929,Pant,White,White cotton slub pant with side pockets,Elastic,Hand Wash,2695
19528,931,Top,Blue,Denim blue linen vest top,Buttons,Hand Wash,2295
19529,931,Top,Black,Black and white gingham vest top,Buttons,Hand Wash,2195
19530,934,Top,White,Cotton printed loose fit bow top,Buttons,Hand Wash,2895
19531,937,Shirt,Yellow,Cotton stripe yolk shirt with mandarin collar,Buttons,Hand Wash,3095
19532,937,Shirt,Green,Cotton stripe yolk shirt with mandarin collar,Buttons,Hand Wash,3095
19533,948,Top,Yellow,Cotton stripe A-line top,Buttons,Hand Wash,2595
19534,949,Top,Pink,Pink gingham notch neck pleated cotton top,Buttons,Hand Wash,2595
19535,938,Top,Blue,Cotton striped empire top with lace detailing,Buttons,Hand Wash,2995
19536,938,Top,Black,Cotton striped empire top,Buttons,Hand Wash,2895
19537,947,Dress,White,White cotton pleated pintuck tunic dress,Buttons,Hand Wash,3595
19538,936,Top,Black,Cotton grey striped notched neckline top,Buttons,Hand Wash,2695
19539,950,Top,Beige,Solid rayon relaxed fit top with a single button closure,Buttons,Hand Wash,2795
19540,952,Shirt,Black,Cotton gingham v-neck shirt with mandarin collar,Buttons,Hand Wash,3095
19541,953,Shirt,Pink,Pink Stripe cotton drop shoulder oversized shirt,Buttons,Hand Wash,2995
19542,919,Dress,White,White cotton oversize dress,Buttons,Hand Wash,3795
19546,939,Top,Black,Rayon black bow strap top,,Hand Wash,2195
19547,939,Top,White,Rayon white bow strap top,,Hand Wash,2195
19548,939,Top,Peach,Peach rayon bow strap top,,Hand Wash,2195
19543,954,Top,Black,Black rib collared neck crop top,Fusing,Machine Wash,2995
19563,941,Dress,Pink,Pink linen dress,,Hand Wash,2795
19544,954,Top,White,White lycra collared neck crop top,Fusing,Machine Wash,2795
19550,941,Dress,Black,Black cotton slub dress,,Hand Wash,2495
19551,941,Dress,White,White lined dress,,Hand Wash,4895
19552,942,Top,Black,Black ruffle top,Adjuster,Machine Wash,2595
19553,942,Top,Pink,Pink ruffle top,Adjuster,Machine Wash,2895
19554,940,Top,White,White rayon bow top,Buttons,Hand Wash,2295
19555,920,Top,Pink,Pink linen vest top,Buttons,Hand Wash,2595
19545,846,Shirt Dress,Navy,Face print color block shirt dress,Buttons,Hand Wash,4795
19556,920,Top,Pink,Pink and white linen vest top,Buttons,Hand Wash,2795
19557,945,Dress,Pink,Flower lace cotton dress,Lace,Hand Wash,2895
19558,943,Skirt,Black,Solid rayon mini skirt,Elastic,Hand Wash,2395
19559,943,Skirt,White,Floral mini skirt,Elastic,Hand Wash,2595
19560,943,Skirt,Black,Heart print mini skirt,Elastic,Machine Wash,2395
19561,944,Skirt,Black,Black and white Polka dot skirt,Elastic,Machine Wash,2695
19562,946,Top,Black,Black and white polka dot top,,Machine Wash,2295
19564,934,Top,Lavender,Lavender rayon loose fit bow top,,Hand Wash,2595
19565,861,Shorts,Lavender,Printed rayon shorts,Elastic,Hand Wash,2595
19566,934,Top,Black,Black rayon loose fit bow top,,Hand Wash,2395
19567,861,Shorts,Black,Black rayon shorts,Elastic,Hand Wash,2395
19568,921,Shirt,Beige,Beige rayon notch collar shirt,Buttons,Hand Wash,2895
19569,861,Shorts,Beige,Beige rayon shorts,Elastic,Hand Wash,2395
19570,921,Shirt,Magenta,Magenta striped notch collar shirt,Buttons,Machine Wash,2795
19571,861,Shorts,Magenta,Magenta striped shorts,Elastic,Machine Wash,2195
19572,921,Shirt,Yellow,Lemon yellow notch collar shirt,Buttons,Hand Wash,2795
19573,861,Shorts,Yellow,Lemon yellow shorts,Elastic,Hand Wash,2295
19574,957,Top,Turquoise,Solid v-neck drop shoulder top,,Machine Wash,2195
19575,861,Shorts,Green,Tropical print shorts,Elastic,Machine Wash,2195
19576,957,Top,Black,Solid rayon v-neck drop shoulder top,Lace,Hand Wash,2395
19577,921,Shirt,Peach,Solid lace trim notch collar shirt,Buttons,Hand Wash,2895
19578,861,Shorts,Peach,Solid rayon lace trim shorts,Elastic,Hand Wash,2395
19579,921,Shirt,Magenta,Magenta rayon notch collar shirt with lace detailing in sleeve,Buttons,Hand Wash,2795
19580,861,Shorts,Pink,Pink gingham shorts,Elastic,Hand Wash,2295
19581,934,Top,Black,Black rayon loose fit top with gingham bow,,Hand Wash,2695
19582,861,Shorts,Black,Black cotton gingham shorts,Elastic,Hand Wash,2295
19583,921,Shirt,Lavender,Lavender rayon lace trim notch collar shirt,Buttons,Hand Wash,2895
19584,861,Shorts,Lavender,Lavender rayon lace trim shorts,Elastic,Hand Wash,2295
19585,934,Top,White,Solid rayon loose fit top with gingham bow,,Hand Wash,2695
19586,930,Pant,Black,Black & white gingham pant,Elastic,Hand Wash,2695
19587,934,Top,White,Solid rayon loose fit top with pink gingham bow,,Hand Wash,2695
19588,930,Pant,Pink,Pink & white Gingham pant,Elastic,Hand Wash,2695
19589,930,Pant,Yellow,Lemon yellow pant with net detailing in hem,Elastic,Hand Wash,2695
19590,930,Pant,Lavender,Lavender rayon pant with lace detailing,Elastic,Hand Wash,2695
19591,958,Shirt Dress,Black,Black rayon shirt dress with ribbon detailing in sleeve,Buttons,Hand Wash,3095
19592,958,Shirt Dress,Navy,Navy rayon shirt dress with ribbon detailing in sleeve,Buttons,Hand Wash,3095
19593,958,Shirt Dress,Blue,Powder blue rayon shirt dress with ribbon detailing in sleeve,Buttons,Hand Wash,3095
19594,958,Shirt Dress,Maroon,Maroon rayon shirt dress with ribbon detailing in sleeve,Buttons,Hand Wash,3095
19595,958,Shirt Dress,Pink,Pink rayon shirt dress with ribbon detailing in sleeve,Buttons,Hand Wash,3095
19596,928,Dress,Beige,Empire beige cami night dress,Adjuster,Machine Wash,3195
19597,928,Dress,Pink,Empire pink cami night dress,Adjuster,Machine Wash,2895
19598,928,Dress,Navy,Empire navy cami night dress,Adjuster,Machine Wash,2595
19599,921,Shirt,Black,Black striped notch collar shirt,Buttons,Machine Wash,2795
19600,930,Pant,Black,Black striped pant,Elastic,Machine Wash,2595
19601,921,Shirt,Red,Red striped notch collar shirt,Buttons,Machine Wash,2795
19602,930,Pant,Red,Red striped pant,Elastic,Machine Wash,2595
19603,921,Shirt,Yellow,Yellow striped notch collar shirt,Buttons,Machine Wash,2795
19604,930,Pant,Yellow,Yellow striped pant,Elastic,Machine Wash,2595
19605,930,Pant,Magenta,Magenta striped pant,Elastic,Machine Wash,2595
19606,956,Dress,Beige,Beige delicate lace camisole dress,Adjuster,Machine Wash,2695
19607,956,Dress,Peach,Rayon delicate lace camisole dress,Adjuster,Hand Wash,2695
19608,956,Dress,Maroon,Maroon delicate lace camisole dress,Adjuster,Machine Wash,2495
19609,956,Dress,Blue,Light blue delicate lace camisole dress,Adjuster,Machine Wash,2495
19610,951,Dress,Red,Rayon ruffle tiered dress,Adjuster,Hand Wash,2795
19611,951,Dress,Black,Black rayon tiered ruffle dress,Adjuster,Hand Wash,2795
19612,962,Kaftan,Maroon,Cotton floral printed long kaftan,,Hand Wash,3195
19613,962,Kaftan,Purple,Purple cotton floral printed long kaftan,,Hand Wash,3295
19614,963,Kaftan,Rust,Cotton printed short kaftaan,,Hand Wash,3095
19615,960,Dress,Black,Solid rayon side-tie mini dress,Adjuster,Hand Wash,2695
19616,960,Dress,Royal Blue,Royal blue side-tie mini dress,Adjuster,Machine Wash,2595
19617,959,Dress,Black,Black satin camisole dress,Adjuster,Machine Wash,2695
19618,10142,Shrug,Black,Black sheer robe with waist tie-up,,Hand Wash,2795
19619,959,Dress,Maroon,Maroon camisole dress,Adjuster,Machine Wash,2495
19620,10142,Shrug,Maroon,Maroon robe with waist tie-up,,Machine Wash,2995
19621,878,Shirt,Red,Red polka front tie-up shirt,Buttons,Machine Wash,2495
19622,878,Shirt,Blue,Blue polka front tie-up shirt,Buttons,Machine Wash,2495
19623,878,Shirt,Black,Black rayon front tie-up shirt,Buttons,Hand Wash,2495
19624,878,Shirt,Navy,Navy rayon front tie-up shirt,Buttons,Hand Wash,2495
19625,964,Top,Black,Black pleated tunic top,,Machine Wash,2395
19626,964,Top,Navy,Navy pleated tunic top,,Machine Wash,2395
19627,964,Top,Brown,Brown pleated tunic top,,Machine Wash,2395
19628,518,Shirt,Pink,Solid linen mandarin collar shirt,Buttons,Hand Wash,2995
19629,518,Shirt,Blue,Blue linen mandarin collar shirt,Buttons,Hand Wash,2995
19630,518,Shirt,Blue,Blue printed mandarin collar shirt,Buttons,Machine Wash,2795
19631,797,Top,Navy,Solid rayon peter pan collar top with puff sleeve,Elastic,Hand Wash,2595
19632,797,Top,Olive,Olive rayon peter pan collar top with puff sleeve,Buttons,Hand Wash,2595
19633,721,Shirt,Green,Cotton slub mandarin collar shirt,,Hand Wash,2595
19634,721,Shirt,Black,Printed crepe Mandarin collar shirt,Fusing,Machine Wash,2995
19635,721,Shirt,Multi,Multi color stripe mandarin collar shirt,Fusing,Machine Wash,2695
19636,903,Dress,Navy,Navy stripe loose fit dress with front slit,,Machine Wash,2595
19637,903,Dress,Pink,Pink stripe loose fit dress with front slit,,Machine Wash,2595
19638,903,Dress,Orange,Multi color stripe loose fit dress with front slit,,Machine Wash,2595
19639,965,Dress,Blue,Stripe oversize cotton dress,Buttons,Hand Wash,3195
19640,965,Dress,Yellow,Yellow stripe oversize cotton dress,Buttons,Hand Wash,3195
19641,919,Dress,Brown,Brown cotton slub oversize dress,Buttons,Hand Wash,2795
19642,698,Kaftan,Maroon,Maroon satin kaftan shirt with sequence detailing in placket,Fusing,Machine Wash,3095
19643,698,Kaftan,Beige,Beige kaftan shirt with sequence detailing in placket,Fusing,Machine Wash,2795
19644,698,Kaftan,Teal,Teal kaftan shirt with sequence detailing in placket,Fusing,Dry Clean Only,3595
19645,903,Dress,Maroon,Maroon stripe loose fit dress with front slit,,Machine Wash,2595
19646,919,Dress,Maroon,Maroon rayon oversize dress,Fusing,Hand Wash,2795
19647,919,Dress,Olive,Dark olive rayon oversize dress,Fusing,Hand Wash,2795
19648,919,Dress,Blue,Heather blue cotton slub oversize dress,,Hand Wash,2795
19649,966,Dress,Blue,Blue stripe linen oversize dress,Buttons,Hand Wash,3695
19650,750,Dress,Beige,Beige lycra midi dress,Adjuster,Machine Wash,3795
19651,750,Dress,Navy,Navy lycra midi dress,Adjuster,Machine Wash,3795
19652,750,Dress,Brown,Brown lycra midi dress,Adjuster,Machine Wash,3795
19653,846,Shirt Dress,Black,Face print color block shirt dress,Buttons,Machine Wash,3595
19654,698,Kaftan,Red,Red chinon kaftan shirt with sequence detailing in placket,Fusing,Machine Wash,3295
19655,698,Kaftan,Turquoise,Turquoise moss crepe kaftan shirt with sequence detailing in placket,Fusing,Machine Wash,2795
19176,689,Jacket,Black,Solid black fleece long jacket,Fusing,Hand Wash,3395
19177,698,Kaftan,Black,Black georgette kaftan shirt,Fusing,Hand Wash,3095
19178,467,Top,Black,Black Polka Top,,Machine Wash,2395
19179,622,Dress,Black,Floral Long Dress,Zips,Machine Wash,2695
19180,518,Top,Red,Red silk half placket top,Buttons,Hand Wash,4095
19181,751,Dress,Neon Yellow,Neon Yellow abstract print A-Line dress,,Machine Wash,3495
19182,720,Shirt,Black,Black and White colorblock stripe shirt,Buttons,Machine Wash,2995
19183,518,Shirt,Pink,Pink Paisely Mandrain collar Shirt,Buttons,Machine Wash,2795
19184,689,Jacket,Gray,Solid light gray fleece long jacket,,Hand Wash,6395
19185,518,Shirt,White,White and Black polka georgette half placket shirt,Buttons,Machine Wash,3095
19186,518,Top,Purple,Purple half placket top,Buttons,Machine Wash,2595
19187,467,Top,Orange,Orange Tie Top,,Machine Wash,2295
19188,562,Top,Black,Black Top With Mesh On Bell Sleeves,,Machine Wash,2295
19189,518,Shirt,Red,Red Tropical print Shirt,Fusing,Machine Wash,2795
19190,562,Top,Navy,Navy blue Top With stylish Mesh Bell Sleeves,,Machine Wash,2595
19191,519,Dress,Red,Red sequins party maxi dress,Zips,Hand Wash,3095
19192,530,Dress,Magenta,Magenta solid jersey off-shoulder calf-length dress,Elastic,Hand Wash,4195
19193,512,Top,Navy,Navy Floral Gather Neck Top,Buttons,Machine Wash,2295
19194,544,Kaftan,Yellow,Mustard Kaftan,Other,Machine Wash,2795
19195,562,Top,Black,Bell Sleeve Black Polka Top,,Machine Wash,2295
19196,562,Top,Navy,Navy Blue Top,,Machine Wash,2295
19197,562,Top,Maroon,"Qurvii Women Maroon silk party top with v-neck and bell sleeves,",Lace,Hand Wash,3595
19198,486,Kaftan,Black,Black & White Kaftan Top,,Machine Wash,2295
19199,704,Shirt,Blue,Royal blue collar half placket shirt,Buttons,Machine Wash,3495
19200,562,Top,Burgundy,Burgundy Polka Swing Top,,Machine Wash,2295
19201,721,Top,Black,Black And White Colorblock Top,Buttons,Machine Wash,2395
19429,562,Top,Burgundy,Burgundy Polka Swing Top,,Machine Wash,2295
19430,721,Top,Black,Black And White Colorblock Top,Buttons,Machine Wash,2395
19431,467,Top,Navy,Navy Blue V Neck Top With Tie,,Machine Wash,2295
19432,601,Kaftan,Black,Black Moss Crepe Kaftan Top,Other,Machine Wash,2995
19433,480,Top,Black,Black Ruffle Top,,Machine Wash,2395
19434,544,Kaftan,Other,Pista Green Kaftan,Other,Machine Wash,3195
19435,10142,Shrug,Multi,Multi Colour Mid Length Shrug,,Machine Wash,2095
19436,622,Dress,Black,Black Long Dress,Zips,Machine Wash,2495
19437,603,Dress,Maroon,Maroon Satin Party Dress,Zips,Machine Wash,3895
19438,10142,Shrug,Peach,Peach Floral Shrug,,Machine Wash,2395
19439,10139,Dress,Brown,Tiger Print A-line Dress,,Machine Wash,3695
19440,692,Kaftan,Orange,Orange floral kaftan,Tassale,Machine Wash,2395
19441,660,Top,Other,Sea green top,Lace,Hand Wash,2995
19442,562,Top,Turquoise,Noritake silk v-neck top,,Hand Wash,3995
19443,544,Kaftan,Yellow,Mustard Kaftan,Other,Machine Wash,2795
19444,721,Shirt,Multi,big multicolor polka shirt,Buttons,Machine Wash,2595
19445,689,Coat,Black,Black and white houndstooth long coat,Fusing,Dry Clean Only,6395
19446,721,Shirt,Brown,Brown leopard print half placket shirt,Buttons,Machine Wash,2795
19447,603,Dress,Black,Black Satin Party Dress,Zips,Hand Wash,3895
19448,689,Coat,Red,Solid Red fleece long jacket,Fusing,Dry Clean Only,4495
19449,689,Coat,Gray,Solid Charcoal gray fleece long jacket,Fusing,Dry Clean Only,4495
19450,732,Dress,White,Solid white cotton slub resort Oversize dress,Buttons,Hand Wash,4195
19452,700,Dress,Olive,Olive colour Shirt dress,Buttons,Machine Wash,3495
19454,512,Top,Navy,Navy Floral Gather Neck Top,Buttons,Machine Wash,2295
19455,763,Dress,Brown,Brown and white big polka A-line dress,Buttons,Machine Wash,2695
19457,542,Dress,Wine,Shirt Dress,Buttons,Machine Wash,2495
19458,542,Dress,Black,Striped Button Front Shirt Dress,Buttons,Machine Wash,2395
19549,695,Top,White,White V-neck Full cuff sleeve top.,Buttons,Machine Wash,3095
19460,544,Kaftan,Black,Black Color Kaftan,Other,Machine Wash,2895
19461,660,Top,Lavender,Lavender Top,Lace,Hand Wash,3095
19462,518,Top,Black,Black Mandrain Collar Polka Top,Buttons,Machine Wash,2495
19463,603,Dress,Turquoise,Turquoise flowy silhoute faux wrap around maxi party dress,Zips,Hand Wash,4595
19464,704,Shirt,Blue,Royal blue collar half placket shirt,Buttons,Machine Wash,3495
19466,480,Top,Red,Red Crepe Ruffle Sleeves Top,,Machine Wash,2495
24048,108(D),Dress,Red,Red crepe silk Kimono dress with sequins,Fusing,Dry Clean Only,4795
24047,108(D),Dress,Black,Black crepe silk Kimono dress with sequins,Fusing,Dry Clean Only,4495
24046,108(D),Dress,Fuchia Pink,Fuchia pink & orange silk colorblock Kimono dress,Fusing,Dry Clean Only,4095
