Style Number,Style Sketch/Image Link,Line?,Pattern Number,Sleeve Pattern Number,Style Type,Style Primary Color,Fabric Type,Style Name,Style Description,Fabric 1 Name,Fabric 1 Status,Fabric 1 Quantity (in meter),Fabric 1 Rate (Rs per meter),Fabric 2 Name,Fabric 2 Status,Fabric 2 Quantity (in meter),Fabric 2 Rate (Rs per meter),Fabric 3 Name,Fabric 3 Status,Fabric 3 Quantity (in meter),Fabric 3 Rate (Rs per meter),Accessory 1 Type,Accessory 1 Status,Accessory 1 Quantity,Accessory 1 Rate,Accessory 2 Type,Accessory 2 Status,Accessory 2 Quantity,Accessory 2 Rate,Accessory 3 Type,Accessory 3 Status,Accessory 3 Quantity,Accessory 3 Rate,Dyeing Cost,Labor (hours),Prints,Occasion,Neck Style,Main Trend,Fitting Type,Collar Type,Sleeve Type,Style Secondary Color,Primary Color Shade,Sleeve Length,Season,Hemline,Transparency,Lining,Wash Care,Closure,Bust (Inches) - XS,Chest (inches) - XS,Front Length (inches) - XS,Hips (inches),Waist (inches) - XS,Across Shoulder (inches) - XS,Sleeve Length (inches) - XS,Organic/Sustainable?,Dress Type,Shirt Type,Email Address,Fabric 1 Number,Fabric 2 Number,Fabric 3 Number,Accessory 1 Number,Accessory 2 Number,Accessory 3 Number,Dress Length,Fabric Cost,Accessory Cost,Labor Cost,Dyeing Cost,Packing Cost,Total Cost (USD),Discount (%),Discount Rupees,Target SP (INR),1st Discounted Price,1st Discount (Rs),2nd Discounted Price,2nd Discount (Rs),Clearance Price,Clerance Discount (Rs),Outlet Price,Total Cost (INR),MRP,Style Status,MSRP (USD),Discount %,Premium Style?,Exact Inventory,Inactive,Checked,Photo
10807,https://drive.google.com/open?id=1CbyxFs7oif1NPyxBD457w0j-amV0NDyQ,Qurvii,337,,Dress,Black,Georgette,Polka Off Shoulder Sheer Tunic,Black Georgette Relaxed Fit Dress with Hi-Low Hemline,Georgette ,In store and available,2.5,35,,,,,,,,,Elastic,In store and available,1.5,10,,,,,,,,,,3,Polka,"Party, Beach",Off Shoulder,Polka Dots,Relaxed Fit,Collarless,Bell Sleeve,White,Dark,Full,"Summer, Spring",Hi-Low,Semi Sheer,Without,Machine Wash,Not Applicable,36,35,36,38,28,14,21,No,,,,,,,,,,,?87.50,?15.00,?150.00,,?45.00,3.31,100.00%,,,"1,499.00",896,899,"1,496.00",599,"1,796.00",399,?297.50,"2,395.00",1st Discount,27,98.87%,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1CbyxFs7oif1NPyxBD457w0j-amV0NDyQ
10805,https://onedrive.live.com/?authkey=%21Aspzc3xNm0KcZow&q=10805&scope=drive&id=1733F17E44A55FC8%2195571&cid=1733F17E44A55FC8&parId=root&parQt=search&parCid=CBCCB0C7ED4CAC3D&o=OneUp,,,,,,,,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?0.00,?0.00,?0.00,,?45.00,0.5,100.00%,,,199,196,99,296,99,296,99,?45.00,395,Other,4,98.99%,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=y=%21Aspzc3xNm0KcZow&q=10805&scope=drive&id=1733F17E44A55FC8%2195571&cid=1733F17E44A55FC8&parId=root
10804,https://drive.google.com/open?id=1vGhmTfiJ6JlLsl5v_b4kweCOGxmjRZru,Qurvii,423,,Tunic,Navy,Crepe,Mix Media Solid Tunic,Navy Crepe Regular Fit Tunic with Curved Hemline,Crepe,In store and available,2,35,net fabric,In store and available,0.5,50,,,,,,,,,,,,,,,,,,3,"Solid, Floral","Casual, Day, Smart Casual",V Neck,"Bohemian, Floral",Regular Fit,Collarless,Roll-up Sleeve,Navy,Dark,Three Quarter,"Summer, Spring",Curved,Opaque,Without,Machine Wash,Not Applicable,36,35,29,38,28,14,17,No,,,,,,,,,,,?95.00,?0.00,?150.00,,?45.00,3.22,100.00%,,,"1,499.00",796,899,"1,396.00",599,"1,696.00",399,?290.00,"2,295.00",Other,26,98.87%,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1vGhmTfiJ6JlLsl5v_b4kweCOGxmjRZru
10801,https://drive.google.com/open?id=1MlP-pKxo1QjRUvcbakMMl1HZ1nn0tWGa,Qurvii,10150,,Dress,Black,Crepe,Solid Crepe Diagonal Dress,Black Crepe Regular Fit Dress with Asymmetric Hemline,Crepe,In store and available,2.5,35,black sequin,In store and available,0.5,150,,,,,,,,,,,,,,,,,,3,Solid,Party,V Neck,Costume Party,Regular Fit,Collarless,Not Applicable,Black,Dark,Half,"Spring, Fall",Asymmetric,Opaque,Without,Hand Wash,Not Applicable,36,35,36,38,28,14,7,No,,,,,,,,,,,?162.50,?0.00,?150.00,,?45.00,3.97,100.00%,,,"1,799.00","1,096.00","1,099.00","1,796.00",699,"2,196.00",499,?357.50,"2,895.00",1st Discount,32,98.89%,TRUE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1MlP-pKxo1QjRUvcbakMMl1HZ1nn0tWGa
10797,https://drive.google.com/open?id=1tEb6m9VvgB_MC5iYkUnmuWhpZFCJZ-pI,Qurvii,10142,,Shrug,Black,Crepe,Floral print shrug,Black Crepe Regular Fit Shrug with Straight Hemline,Black floral shrug,Not in store but available,2.5,45,,,,,,,,,Tassale,In store and available,2,12,,,,,,,,,,3,Floral,"Casual, Daily",V Neck,"Floral, New Basics",Regular Fit,Not Applicable,Not Applicable,Multi,Dark,Three Quarter,Summer,Straight,Opaque,Without,Machine Wash,Not Applicable,36,35,36,38,28,14,17,No,,,,,,,,,,,?112.50,?24.00,?150.00,,?45.00,3.68,100.00%,,,"1,699.00",996,999,"1,696.00",699,"1,996.00",499,?331.50,"2,695.00",,30,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1tEb6m9VvgB_MC5iYkUnmuWhpZFCJZ-pI
10793,https://drive.google.com/open?id=1fLVD6cjmZeUHMdMxTUnLjT11HG46hp0W,Qurvii,367,,Tunic,Black,Crepe,Hi-lo Black Crepe Top,Black Crepe Loose Fit Tunic with Hi-Low Hemline,Crepe,In store and available,2.5,35,,,,,,,,,Buttons,In store and available,6,5,,,,,,,,,,3,Solid,"Casual, Office, Daily",V Neck,Bohemian,Loose Fit,Not Applicable,Roll-up Sleeve,Black,Dark,Full,"Summer, Fall",Hi-Low,Opaque,Without,Machine Wash,Not Applicable,36,35,29,38,28,14,22,No,,,,,,,,,,,?87.50,?30.00,?150.00,,?45.00,3.47,100.00%,,,"1,599.00",896,899,"1,596.00",599,"1,896.00",499,?312.50,"2,495.00",1st Discount,28,98.88%,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1fLVD6cjmZeUHMdMxTUnLjT11HG46hp0W
10781,https://drive.google.com/open?id=1cMrtVUtlMprLkyL2iOMQsPQ-0L2Hjsg-,Qurvii,413,,Top,Navy,Crepe,Solid tunic V neck sequin,Navy Crepe Regular Fit Top with Curved Hemline,Crepe ,In store and available,2.5,35,,,,,,,,,,,,,,,,,,,,,,3,Solid,Casual,V Neck,Indigo,Regular Fit,Mandarin Collar,Not Applicable,Black,Dark,Three Quarter,"Summer, Spring, Fall",Curved,Opaque,Without,Machine Wash,Not Applicable,36,35,29,38,28,14,17,No,,,,,,,,,,,?87.50,?0.00,?150.00,,?45.00,3.14,100.00%,,,"1,399.00",896,799,"1,496.00",599,"1,696.00",399,?282.50,"2,295.00",,26,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1cMrtVUtlMprLkyL2iOMQsPQ-0L2Hjsg-
10742,https://drive.google.com/open?id=123leQ0jLV1Oxh_0licAsQNrEVUYVqWcV,Qurvii,10153,,Tunic,Black,Georgette,Embellished Neck Tunic,Black Georgette Loose Fit Tunic with Curved Hemline,Georgette,In store and available,2.4,35,,,,,,,,,,,,,,,,,,,,,,3,Solid,"Evening, Smart Casual",Round Neck,"New Basics, Sheer",Loose Fit,Not Applicable,Other,Black,Dark,Half,"Summer, Fall",Curved,Semi Sheer,Without,Machine Wash,Not Applicable,36,35,38,38,28,14,10,No,,,,,,,,,,,?84.00,?0.00,?150.00,,?45.00,3.1,100.00%,,,"1,399.00",796,799,"1,396.00",599,"1,596.00",399,?279.00,"2,195.00",1st Discount,25,98.86%,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=123leQ0jLV1Oxh_0licAsQNrEVUYVqWcV
10739,https://drive.google.com/open?id=1nEYiETA4mPn1HdZfTvPmBy46HUJCsT70,Qurvii,376,,Tunic,Black,Crepe,Solid crepe V neck tunic,Black Crepe Regular Fit Tunic with Curved Hemline,Crepe ,In store and available,2.5,35,,,,,,,,,Lace,Not in store and not available,0.25,20,,,,,,,,,,3,Solid,"Party, Festival",Sweat heart Neck,Conversational,Regular Fit,Collarless,Not Applicable,Black,Dark,Three Quarter,"Summer, Spring, Fall",Curved,Opaque,Without,Hand Wash,Not Applicable,36,35,29,38,28,14,17,No,Other,,,,,,,,,,?87.50,?5.00,?150.00,,?45.00,3.19,100.00%,,,"1,399.00",896,899,"1,396.00",599,"1,696.00",399,?287.50,"2,295.00",,26,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1nEYiETA4mPn1HdZfTvPmBy46HUJCsT70
10735,https://drive.google.com/open?id=15-vnsQvbDWUcEn3Nzwz4K2Yb9qoZi-mw,Qurvii,415,,Top,Pink,Moss Crepe,Pink printed crepe top,Pink Moss Crepe Regular Fit Top with Flounce Hemline,Moss crepe ,Not in store and not available,2.5,35,,,,,,,,,,,,,,,,,,,,,,3,Floral,"Casual, Active",V Neck,Bohemian,Regular Fit,Collarless,Not Applicable,Other,Light,Half,"Summer, Spring",Flounce,Opaque,Without,Machine Wash,Not Applicable,36,35,29,38,28,14,6,No,,,,,,,,,,,?87.50,?0.00,?150.00,,?45.00,3.14,100.00%,,,"1,399.00",896,799,"1,496.00",599,"1,696.00",399,?282.50,"2,295.00",,26,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=15-vnsQvbDWUcEn3Nzwz4K2Yb9qoZi-mw
10730,,Qurvii,407,,Shrug,Black,Crepe,Floral with border kaftan shrug,Black Crepe Regular Fit Shrug with Curved Hemline,,Not in store and not available,2.5,35,,,,,,,,,,,,,,,,,,,,,,3,Floral,Casual,V Neck,"Bohemian, Floral",Regular Fit,Not Applicable,Not Applicable,Multi,Dark,Three Quarter,"Summer, Fall",Curved,Opaque,Without,Machine Wash,Not Applicable,,,,,,,,No,,,,,,,,,,,?87.50,?0.00,?150.00,,?45.00,3.14,100.00%,,,"1,399.00",896,799,"1,496.00",599,"1,696.00",399,?282.50,"2,295.00",,26,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=
10730,https://drive.google.com/open?id=1gatzRErF4zx6S3dZRxEdB64WhRtY1TV-,Qurvii,407,,Shrug,Black,Crepe,Floral with border kaftan shrug,Black Crepe Regular Fit Shrug with Asymmetric Hemline,Crepe,In store and available,2.5,35,,,,,,,,,,,,,,,,,,,,,,3,Paisley,Beach,Not Applicable,"Bohemian, Floral",Regular Fit,Not Applicable,Not Applicable,Black,Dark,Elbow Length,Summer,Asymmetric,Opaque,Without,Hand Wash,Not Applicable,36,35,29,38,28,14,17,No,Other,,,,,,,,,,?87.50,?0.00,?150.00,,?45.00,3.14,100.00%,,,"1,399.00",896,799,"1,496.00",599,"1,696.00",399,?282.50,"2,295.00",,26,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1gatzRErF4zx6S3dZRxEdB64WhRtY1TV-
10713,,Qurvii,M1,,Tunic,Navy,Crepe,Navy mix media tunic,Navy Crepe Regular Fit Tunic with Curved Hemline,,Not in store and not available,2,30,,,,,,,,,,,,,,,,,,,,,,3,Floral,Casual,V Neck,"Bohemian, Color Blocked",Regular Fit,Not Applicable,Bell Sleeve,Blue,Dark,Three Quarter,"Summer, Fall",Curved,Opaque,Without,Machine Wash,Not Applicable,,,,,,,,No,,,,,,,,,,,?60.00,?0.00,?150.00,,?45.00,2.83,100.00%,,,"1,299.00",696,799,"1,196.00",499,"1,496.00",399,?255.00,"1,995.00",,23,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=
10712,https://drive.google.com/open?id=1O3OcJXJz4wvBc91bS_KWZcxSsm-dwG3w,Qurvii,106,,Kaftan,White,Cotton,White scarf print kaftan top,White Cotton Regular Fit Kaftan with Asymmetric Hemline,White & black border printed cotton,Not in store and not available,2,50,,,,,,,,,,,,,,,,,,,,,,3,Border print,"Casual, Daily",Round Neck,"Bohemian, Color Blocked, Sheer",Regular Fit,Not Applicable,Other,Black,Light,Elbow Length,Summer,Asymmetric,Semi Sheer,Without,Machine Wash,Not Applicable,36,35,29,38,28,14,,No,,,,,,,,,,,?100.00,?0.00,?150.00,,?45.00,3.28,100.00%,,,"1,499.00",896,899,"1,496.00",599,"1,796.00",399,?295.00,"2,395.00",2nd Discount,27,98.87%,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1O3OcJXJz4wvBc91bS_KWZcxSsm-dwG3w
10705,,Qurvii,403,,Shrug,Black,Moss Crepe,Mosscrepe floral shrug,Black Moss Crepe Regular Fit Shrug with Curved Hemline,,Not in store and not available,2.5,45,,,,,,,,,,,,,,,,,,,,,,3,Floral,Casual,V Neck,"Bohemian, Floral",Regular Fit,Not Applicable,Not Applicable,Multi,Bright,Three Quarter,"Summer, Fall",Curved,Opaque,Without,Machine Wash,Not Applicable,,,,,,,,No,,,,,,,,,,,?112.50,?0.00,?150.00,,?45.00,3.42,100.00%,,,"1,499.00",996,899,"1,596.00",599,"1,896.00",499,?307.50,"2,495.00",,28,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=
10705,https://drive.google.com/open?id=1KwfU3e7nLnC15jmrnqgpPzRg96aHkpMU,Qurvii,403,,Shrug,Multi,Crepe,mosscrepe floral shrug,Multi Crepe Regular Fit Shrug with Straight Hemline,Crepe ,Not in store and not available,2.5,35,,,,,,,,,,,,,,,,,,,,,,3,Abstract,"Casual, Beach",Not Applicable,Bohemian,Regular Fit,Collarless,Not Applicable,Other,Bright,Three Quarter,"Summer, Spring",Straight,Opaque,Without,Machine Wash,Not Applicable,36,35,42,38,28,14,17,No,,,,,,,,,,,?87.50,?0.00,?150.00,,?45.00,3.14,100.00%,,,"1,399.00",896,799,"1,496.00",599,"1,696.00",399,?282.50,"2,295.00",,26,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1KwfU3e7nLnC15jmrnqgpPzRg96aHkpMU
10704,https://drive.google.com/open?id=19p9-u98pihLJUZIztULkTYbzphSancHt,Qurvii,376,,Dress,Black,Moss Crepe,Floral printed mosscrepe tunic,Black Moss Crepe Regular Fit Dress with Flared Hemline,Moss Crepe ,Not in store and not available,2.5,35,,,,,,,,,Zips,In store and available,1,12,,,,,,,,,,3,Floral,"Casual, Beach",Not Applicable,Bohemian,Regular Fit,Collarless,Not Applicable,Red,Dark,Sleeveless,"Summer, Spring",Flared,Opaque,Without,Machine Wash,Zip,36,35,48,38,28,14,,No,,,,,,,,,,,?87.50,?12.00,?150.00,,?45.00,3.27,100.00%,,,"1,499.00",896,899,"1,496.00",599,"1,796.00",399,?294.50,"2,395.00",,27,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=19p9-u98pihLJUZIztULkTYbzphSancHt
10703,https://drive.google.com/open?id=1cWF4lZByGRXxOQqgAV_K0eC10YVykhvE,Qurvii,403,,Shrug,Multi,Georgette,Pink georgette shrug,Multi Georgette Regular Fit Shrug with Asymmetric Hemline,Georgette ,Not in store and not available,2.5,35,,,,,,,,,,,,,,,,,,,,,,3,Geometric,"Casual, Beach",Not Applicable,Bohemian,Regular Fit,Not Applicable,CapSleeve,Pink,Bright,Three Quarter,Spring,Asymmetric,Semi Sheer,Without,Machine Wash,Not Applicable,36,35,28,38,28,14,17,No,,,,,,,,,,,?87.50,?0.00,?150.00,,?45.00,3.14,100.00%,,,"1,399.00",896,799,"1,496.00",599,"1,696.00",399,?282.50,"2,295.00",,26,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1cWF4lZByGRXxOQqgAV_K0eC10YVykhvE
10702,,Qurvii,412,,Tunic,Black,Moss Crepe,Black mosscrepe tunic,Black Moss Crepe Regular Fit Tunic with Curved Hemline,,Dont Know,2.5,33,,,,,,,,,,,,,,,,,,,,,,3,Solid,Casual,Round Neck,"Bohemian, New Basics",Regular Fit,Not Applicable,Not Applicable,Black,Dark,,,Curved,Opaque,Without,Machine Wash,Not Applicable,,,,,,,,No,,,,,,,,,,,?82.50,?0.00,?150.00,,?45.00,3.08,100.00%,,,"1,399.00",796,799,"1,396.00",599,"1,596.00",399,?277.50,"2,195.00",,25,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=
10702,https://drive.google.com/open?id=1qme9i8-6CKsxWFnB4hBY0S37XDzPWmZP,Qurvii,412,,Top,Black,Crepe,Black mosscrepe tunic,Black Crepe Regular Fit Top with Curved Hemline,Crepe ,In store and available,2.5,35,,,,,,,,,Lace,In store and available,0.25,50,,,,,,,,,,3,Solid,"Evening, Party",Round Neck,New Basics,Regular Fit,Round Collar,Not Applicable,Black,Dark,Three Quarter,"Spring, Fall",Curved,Opaque,Without,Hand Wash,Not Applicable,,35,35,38,28,14,17,No,Other,,,,,,,,,,?87.50,?12.50,?150.00,,?45.00,3.28,100.00%,,,"1,499.00",896,899,"1,496.00",599,"1,796.00",399,?295.00,"2,395.00",,27,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1qme9i8-6CKsxWFnB4hBY0S37XDzPWmZP
10663,https://drive.google.com/open?id=12m2MeburMGkVMyuElwaSJotbf9mpXPS6,Qurvii,10153,,Tunic,Black,Georgette,Embellished neck Tunic,Black Georgette Regular Fit Tunic with Asymmetric Hemline,Black georgette,In store and available,2.5,35,Red-black ombre sequence,In store and available,0.1,400,,,,,,,,,,,,,,,,,,3,Solid,"Evening, Night",Boat Neck,Bling & Sparkly,Regular Fit,Not Applicable,Not Applicable,Black,Dark,Quarter,Summer,Asymmetric,Semi Sheer,Without,Hand Wash,Not Applicable,36,35,36,38,28,14,15,No,,,,2036,,,,,,,?127.50,?0.00,?150.00,,?45.00,3.58,100.00%,,,"1,599.00",996,999,"1,596.00",599,"1,996.00",499,?322.50,"2,595.00",,29,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=12m2MeburMGkVMyuElwaSJotbf9mpXPS6
10636,https://drive.google.com/open?id=1cAhE_xmsWooUT3DI64uXEUB8gdIbWLAa,Qurvii,230,,Tunic,Black,Georgette,Black sheer tunic,Black Georgette Regular Fit Tunic with Curved Hemline,Georgette ,In store and available,2.5,24,,,,,,,,,,,,,,,,,,,,,,3,Solid,Casual,V Neck,Bohemian,Regular Fit,Not Applicable,Not Applicable,Black,Dark,Three Quarter,Spring,Curved,Semi Sheer,Without,Machine Wash,Not Applicable,36,35,29,38,28,14,17,No,,,,2036,,,,,,,?60.00,?0.00,?150.00,,?45.00,2.83,100.00%,,,"1,299.00",696,799,"1,196.00",499,"1,496.00",399,?255.00,"1,995.00",,23,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1cAhE_xmsWooUT3DI64uXEUB8gdIbWLAa
10634,https://drive.google.com/open?id=1t-I9YwCKQ1oqVVLcRZO8-C12o0fN69dO,Qurvii,376,,Top,Beige,Cotton,Cotton printed top,Beige Cotton Regular Fit Top with Curved Hemline,Printed Cotton,Not in store and not available,2.5,50,,,,,,,,,,,,,,,,,,,,,,3,"Pastels, Printed",Casual,V Neck,Indie Prints,Regular Fit,Not Applicable,Not Applicable,Beige,Light,Full,Summer,Curved,Opaque,Without,Machine Wash,Not Applicable,36,35,29,38,28,14,21,No,,,,,,,,,,,?125.00,?0.00,?150.00,,?45.00,3.56,100.00%,,,"1,599.00",996,999,"1,596.00",599,"1,996.00",499,?320.00,"2,595.00",,29,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1t-I9YwCKQ1oqVVLcRZO8-C12o0fN69dO
10632,https://drive.google.com/open?id=1cT38lJsKxBd2LOJ7os1vwh7-QOZSbqLc,Qurvii,376,,Tunic,Black,Cotton,Cotton Half placket tunic,Black Cotton Regular Fit Tunic with Straight Hemline,Cotton ,Not in store and not available,2.5,65,,,,,,,,,Buttons,In store and available,3,10,,,,,,,,,,3,"Abstract, Geometric","Casual, Office, Active",Sweat heart Neck,"Bohemian, Geometric",Regular Fit,Mandarin Collar,Cuff Sleeve,White,Dark,Three Quarter,"Summer, Spring, Fall",Straight,Opaque,Without,Machine Wash,Button,36,35,30,38,28,14,17,No,A-Line,,,,,,,,,,?162.50,?30.00,?150.00,,?45.00,4.31,100.00%,,,"1,899.00","1,196.00","1,199.00","1,896.00",799,"2,296.00",599,?387.50,"3,095.00",,35,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1cT38lJsKxBd2LOJ7os1vwh7-QOZSbqLc
10630,https://drive.google.com/open?id=11RugslMrKdMfRjcG7eKK0Ue-wSI8TQhL,Qurvii,106,,Kaftan,Multi,Silk,Satin kaftan top,Multi Silk Regular Fit Kaftan with Straight Hemline,satin ,Not in store and not available,2.5,60,,,,,,,,,,,,,,,,,,,,,,3,Abstract,"Casual, Active",Round Neck,"Abstract, Bohemian",Regular Fit,Collarless,Not Applicable,Green,Dark,Half,"Spring, Fall",Straight,Opaque,Without,Machine Wash,Not Applicable,36,35,28,38,28,14,15,No,Kaftan,,,,,,,,,,?150.00,?0.00,?150.00,,?45.00,3.83,100.00%,,,"1,699.00","1,096.00",999,"1,796.00",699,"2,096.00",499,?345.00,"2,795.00",,31,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=11RugslMrKdMfRjcG7eKK0Ue-wSI8TQhL
10624,,Qurvii,10103,,Top,Black,Georgette,Sheer Gather top,Black Georgette Regular Fit Top with Curved Hemline,Black polka ggt,In store and available,2,30,,,,,,,,,,,,,,,,,,,,,,3,Polka,Casual,Round Neck,Polka Dots,Regular Fit,Not Applicable,CapSleeve,White,Dark,Short,,Curved,Semi Sheer,Without,Machine Wash,Not Applicable,,,,,,,,No,,,,,,,,,,,?60.00,?0.00,?150.00,,?45.00,2.83,100.00%,,,"1,299.00",696,799,"1,196.00",499,"1,496.00",399,?255.00,"1,995.00",,23,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=
10624,https://drive.google.com/open?id=1lmhSfWUD_eXz9fyD2wHXg0ikbFbOPu14,Qurvii,10103,,Top,Black,Crepe,Sheer Gather  top,Black Crepe Regular Fit Top with Curved Hemline,Crepe,In store and available,2,35,,,,,,,,,,,,,,,,,,,,,,3,Polka,"Daily, Active",Round Neck,Polka Dots,Regular Fit,Round Collar,Not Applicable,White,Dark,Half,Spring,Curved,Semi Sheer,Without,Machine Wash,Not Applicable,36,35,29,38,28,14,5,No,,,,,,,,,,,?70.00,?0.00,?150.00,,?45.00,2.94,100.00%,,,"1,299.00",796,799,"1,296.00",499,"1,596.00",399,?265.00,"2,095.00",,24,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1lmhSfWUD_eXz9fyD2wHXg0ikbFbOPu14
10617,https://drive.google.com/open?id=1Oy0I1uQPDC9BI5V7YiNMlpan3qbj3Ko2,Qurvii,10104,,Dress,Navy,Poly Crepe,Stripe Box Pleat Dress,Navy Poly Crepe Slim Fit Dress with Straight Hemline,Poly Crepe,In store and available,2.5,35,,,,,,,,,Zips,In store and available,1,10,,,,,,,,,,3,Stripe,"Casual, Daily",Round Neck,Abstract,Slim Fit,Not Applicable,Not Applicable,White,Dark,Sleeveless,Summer,Straight,Opaque,Without,Machine Wash,Concealed Zip,36,35,40,38,28,14,,No,Fit & Flare,,,,,,,,,,?87.50,?10.00,?150.00,,?45.00,3.25,100.00%,,,"1,499.00",796,899,"1,396.00",599,"1,696.00",399,?292.50,"2,295.00",1st Discount,26,98.87%,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1Oy0I1uQPDC9BI5V7YiNMlpan3qbj3Ko2
10614,https://drive.google.com/open?id=1zagpEcPlaSC6pvUHbAZTpMQ9QYX2C8WD,Qurvii,10103,,Top,White,Georgette,Gather top,White Georgette Regular Fit Top with Curved Hemline,Georgette ,Not in store and not available,2.5,35,,,,,,,,,,,,,,,,,,,,,,3,Floral,"Casual, Smart Casual, Active",Round Neck,"Bohemian, Floral",Regular Fit,Round Collar,Bell Sleeve,White,Light,Short,"Summer, Spring",Curved,Semi Sheer,Without,Machine Wash,Not Applicable,36,35,29,38,28,14,5,No,Other,,,,,,,,,,?87.50,?0.00,?150.00,,?45.00,3.14,100.00%,,,"1,399.00",896,799,"1,496.00",599,"1,696.00",399,?282.50,"2,295.00",,26,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1zagpEcPlaSC6pvUHbAZTpMQ9QYX2C8WD
10613,https://drive.google.com/open?id=1WOmIe0PHfwXlQjljMU_WYuksTFk2dDP0,Qurvii,322,,Shirt,Mauve,Cotton,Cotton shirt,Mauve Cotton Regular Fit Shirt with Straight Hemline,Cotton ,Not in store and not available,2.5,40,,,,,,,,,Buttons,In store and available,5,20,,,,,,,,,,3,Solid,"Casual, Active",Not Applicable,"Conversational, Geometric",Regular Fit,Classic Collar,Not Applicable,Mauve,Light,Three Quarter,"Summer, Spring, Fall",Straight,Opaque,Without,Machine Wash,Button,36,35,29,38,28,14,17,No,,,,,,,,,,,?100.00,?100.00,?150.00,,?45.00,4.39,100.00%,,,"1,999.00","1,196.00","1,199.00","1,996.00",799,"2,396.00",599,?395.00,"3,195.00",,36,,FALSE,FALSE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1WOmIe0PHfwXlQjljMU_WYuksTFk2dDP0
10612,https://drive.google.com/open?id=1RLpYpbRjL3PME-bUMYBTHZkj4hMUfE8J,Qurvii,10140,,Dress,Green,Crepe,Paisely Print Crepe Dress,Green Crepe Loose Fit Dress with Asymmetric Hemline,Crepe,Not in store and not available,2.8,64,Crepe,In store and available,1,35,,,,,,,,,,,,,,,,,,3,Paisley,"Casual, Day",V Neck,Bohemian,Loose Fit,Not Applicable,Not Applicable,Blue,Dark,,Summer,Asymmetric,Opaque,Without,Machine Wash,Not Applicable,36,35,42,38,28,14,,No,,,,,,,,,,,?214.20,?0.00,?150.00,,?45.00,4.55,100.00%,,,"1,999.00","1,296.00","1,199.00","2,096.00",799,"2,496.00",599,?409.20,"3,295.00",1st Discount,37,98.88%,FALSE,TRUE,FALSE,FALSE,https://drive.google.com/uc?export=view&id=1RLpYpbRjL3PME-bUMYBTHZkj4hMUfE8J
